aligned_name,taxon_name,taxon_rank,taxonomic_status,taxonomic_dataset,taxon_name_alternatives,genus,family,binomial,trinomial,taxon_distribution,establishment_means,scientific_name,taxon_id,taxon_id_genus,taxon_id_family,scientific_name_id,aligned_name_taxon_id,aligned_name_taxonomic_status
Ficus racemosa var. racemosa,Ficus racemosa,species,accepted,APC,NA,Ficus,Moraceae,Ficus racemosa,NA,"WA, NT, Qld",native,Ficus racemosa L.,https://id.biodiversity.org.au/node/apni/2900201,https://id.biodiversity.org.au/taxon/apni/51439476,https://id.biodiversity.org.au/taxon/apni/51439463,https://id.biodiversity.org.au/name/apni/92534,https://id.biodiversity.org.au/instance/apni/834964,nomenclatural synonym
Ficus variegata,Ficus variegata,species,accepted,APC,NA,Ficus,Moraceae,Ficus variegata,NA,Qld,native,Ficus variegata Blume,https://id.biodiversity.org.au/node/apni/2898938,https://id.biodiversity.org.au/taxon/apni/51439476,https://id.biodiversity.org.au/taxon/apni/51439463,https://id.biodiversity.org.au/name/apni/75362,https://id.biodiversity.org.au/node/apni/2898938,accepted
Ficus variegata var. variegata,Ficus variegata,species,accepted,APC,NA,Ficus,Moraceae,Ficus variegata,NA,Qld,native,Ficus variegata Blume,https://id.biodiversity.org.au/node/apni/2898938,https://id.biodiversity.org.au/taxon/apni/51439476,https://id.biodiversity.org.au/taxon/apni/51439463,https://id.biodiversity.org.au/name/apni/75362,https://id.biodiversity.org.au/instance/apni/859247,nomenclatural synonym
Flagellaria indica,Flagellaria indica,species,accepted,APC,NA,Flagellaria,Flagellariaceae,Flagellaria indica,NA,"WA, NT, Qld, NSW",native,Flagellaria indica L.,https://id.biodiversity.org.au/taxon/apni/51287182,https://id.biodiversity.org.au/taxon/apni/51287184,https://id.biodiversity.org.au/taxon/apni/51287183,https://id.biodiversity.org.au/name/apni/85745,https://id.biodiversity.org.au/taxon/apni/51287182,accepted
Ganophyllum falcatum,Ganophyllum falcatum,species,accepted,APC,NA,Ganophyllum,Sapindaceae,Ganophyllum falcatum,NA,"WA, NT, Qld",native,Ganophyllum falcatum Blume,https://id.biodiversity.org.au/node/apni/2888155,https://id.biodiversity.org.au/node/apni/2918933,https://id.biodiversity.org.au/taxon/apni/51447212,https://id.biodiversity.org.au/name/apni/74732,https://id.biodiversity.org.au/node/apni/2888155,accepted
Gillbeea whypallana,Gillbeea whypallana,species,accepted,APC,NA,Gillbeea,Cunoniaceae,Gillbeea whypallana,NA,Qld,native,Gillbeea whypallana Rozefelds & Pellow,https://id.biodiversity.org.au/node/apni/2888607,https://id.biodiversity.org.au/node/apni/2918249,https://id.biodiversity.org.au/taxon/apni/51434138,https://id.biodiversity.org.au/name/apni/180499,https://id.biodiversity.org.au/node/apni/2888607,accepted
Glochidion harveyanum,Glochidion harveyanum,species,accepted,APC,NA,Glochidion,Phyllanthaceae,Glochidion harveyanum,NA,Qld,native,Glochidion harveyanum Domin,https://id.biodiversity.org.au/node/apni/2896720,https://id.biodiversity.org.au/node/apni/8387508,https://id.biodiversity.org.au/taxon/apni/51442162,https://id.biodiversity.org.au/name/apni/78189,https://id.biodiversity.org.au/node/apni/2896720,accepted
Glochidion sumatranum,Glochidion sumatranum,species,accepted,APC,NA,Glochidion,Phyllanthaceae,Glochidion sumatranum,NA,"WA, NT, Qld, NSW",native,Glochidion sumatranum Miq.,https://id.biodiversity.org.au/node/apni/2887898,https://id.biodiversity.org.au/node/apni/8387508,https://id.biodiversity.org.au/taxon/apni/51442162,https://id.biodiversity.org.au/name/apni/117129,https://id.biodiversity.org.au/node/apni/2887898,accepted
Gomphandra australiana,Gomphandra australiana,species,accepted,APC,NA,Gomphandra,Icacinaceae,Gomphandra australiana,NA,Qld,native,Gomphandra australiana F.Muell.,https://id.biodiversity.org.au/node/apni/2909848,https://id.biodiversity.org.au/node/apni/2917167,https://id.biodiversity.org.au/taxon/apni/51428890,https://id.biodiversity.org.au/name/apni/64660,https://id.biodiversity.org.au/node/apni/2909848,accepted
Hypserpa decumbens,Hypserpa decumbens,species,accepted,APC,NA,Hypserpa,Menispermaceae,Hypserpa decumbens,NA,"NT, Qld, NSW",native,Hypserpa decumbens (Benth.) Diels,https://id.biodiversity.org.au/node/apni/2895322,https://id.biodiversity.org.au/node/apni/2890466,https://id.biodiversity.org.au/taxon/apni/51439414,https://id.biodiversity.org.au/name/apni/81773,https://id.biodiversity.org.au/node/apni/2895322,accepted
Licuala ramsayi,Licuala ramsayi,species,accepted,APC,NA,Licuala,Arecaceae,Licuala ramsayi,NA,Qld,native,Licuala ramsayi (F.Muell.) Domin,https://id.biodiversity.org.au/node/apni/2911362,https://id.biodiversity.org.au/taxon/apni/51292824,https://id.biodiversity.org.au/taxon/apni/51737497,https://id.biodiversity.org.au/name/apni/91326,https://id.biodiversity.org.au/node/apni/2911362,accepted
Litsea leefeana,Litsea leefeana,species,accepted,APC,NA,Litsea,Lauraceae,Litsea leefeana,NA,Qld,native,Litsea leefeana (F.Muell.) Merr.,https://id.biodiversity.org.au/node/apni/2921063,https://id.biodiversity.org.au/taxon/apni/51438430,https://id.biodiversity.org.au/taxon/apni/51438397,https://id.biodiversity.org.au/name/apni/81094,https://id.biodiversity.org.au/node/apni/2921063,accepted
Mallotus paniculatus,Mallotus paniculatus,species,accepted,APC,NA,Mallotus,Euphorbiaceae,Mallotus paniculatus,NA,Qld,native,Mallotus paniculatus (Lam.) Müll.Arg.,https://id.biodiversity.org.au/node/apni/2911663,https://id.biodiversity.org.au/taxon/apni/51284195,https://id.biodiversity.org.au/taxon/apni/51442249,https://id.biodiversity.org.au/name/apni/59489,https://id.biodiversity.org.au/node/apni/2911663,accepted
Mischocarpus exangulatus,Mischocarpus exangulatus,species,accepted,APC,NA,Mischocarpus,Sapindaceae,Mischocarpus exangulatus,NA,Qld,native,Mischocarpus exangulatus (F.Muell.) Radlk.,https://id.biodiversity.org.au/node/apni/2902469,https://id.biodiversity.org.au/taxon/apni/51389373,https://id.biodiversity.org.au/taxon/apni/51447212,https://id.biodiversity.org.au/name/apni/115928,https://id.biodiversity.org.au/node/apni/2902469,accepted
Mucuna gigantea,Mucuna gigantea,species,accepted,APC,NA,Mucuna,Fabaceae,Mucuna gigantea,NA,"WA, NT, Qld, NSW, LHI",native,Mucuna gigantea (Willd.) DC.,https://id.biodiversity.org.au/node/apni/2887169,https://id.biodiversity.org.au/node/apni/2895201,https://id.biodiversity.org.au/taxon/apni/51702961,https://id.biodiversity.org.au/name/apni/105672,https://id.biodiversity.org.au/node/apni/2887169,accepted
Musgravea heterophylla,Musgravea heterophylla,species,accepted,APC,NA,Musgravea,Proteaceae,Musgravea heterophylla,NA,Qld,native,Musgravea heterophylla L.S.Sm.,https://id.biodiversity.org.au/node/apni/2891032,https://id.biodiversity.org.au/node/apni/2904707,https://id.biodiversity.org.au/taxon/apni/51732901,https://id.biodiversity.org.au/name/apni/64663,https://id.biodiversity.org.au/node/apni/2891032,accepted
Myristica globosa subsp. muelleri,Myristica globosa subsp. muelleri,subspecies,accepted,APC,NA,Myristica,Myristicaceae,Myristica globosa,Myristica globosa subsp. muelleri,Qld,native,Myristica globosa subsp. muelleri (Warb.) W.J.de Wilde,https://id.biodiversity.org.au/node/apni/2921093,https://id.biodiversity.org.au/node/apni/2895962,https://id.biodiversity.org.au/node/apni/2903136,https://id.biodiversity.org.au/name/apni/171509,https://id.biodiversity.org.au/node/apni/2921093,accepted
Neonauclea glabra,Neonauclea glabra,species,accepted,APC,NA,Neonauclea,Rubiaceae,Neonauclea glabra,NA,Qld,native,Neonauclea glabra (Roxb.) Bakh.f. & Ridsdale,https://id.biodiversity.org.au/node/apni/2904149,https://id.biodiversity.org.au/node/apni/2899678,https://id.biodiversity.org.au/taxon/apni/51446612,https://id.biodiversity.org.au/name/apni/116195,https://id.biodiversity.org.au/node/apni/2904149,accepted
Neonauclea gordoniana,Neonauclea glabra,species,accepted,APC,NA,Neonauclea,Rubiaceae,Neonauclea glabra,NA,Qld,native,Neonauclea glabra (Roxb.) Bakh.f. & Ridsdale,https://id.biodiversity.org.au/node/apni/2904149,https://id.biodiversity.org.au/node/apni/2899678,https://id.biodiversity.org.au/taxon/apni/51446612,https://id.biodiversity.org.au/name/apni/116195,https://id.biodiversity.org.au/instance/apni/934285,taxonomic synonym
Neosepicaea jucunda,Neosepicaea jucunda,species,accepted,APC,NA,Neosepicaea,Bignoniaceae,Neosepicaea jucunda,NA,Qld,native,Neosepicaea jucunda (F.Muell.) Steenis,https://id.biodiversity.org.au/node/apni/2908322,https://id.biodiversity.org.au/taxon/apni/51269167,https://id.biodiversity.org.au/taxon/apni/51439229,https://id.biodiversity.org.au/name/apni/79899,https://id.biodiversity.org.au/node/apni/2908322,accepted
Normanbya normanbyi,Normanbya normanbyi,species,accepted,APC,NA,Normanbya,Arecaceae,Normanbya normanbyi,NA,Qld,native,Normanbya normanbyi (W.Hill) L.H.Bailey,https://id.biodiversity.org.au/node/apni/2886732,https://id.biodiversity.org.au/node/apni/2898041,https://id.biodiversity.org.au/taxon/apni/51737497,https://id.biodiversity.org.au/name/apni/95030,https://id.biodiversity.org.au/node/apni/2886732,accepted
Parsonsia latifolia,Parsonsia latifolia,species,accepted,APC,NA,Parsonsia,Apocynaceae,Parsonsia latifolia,NA,Qld,native,Parsonsia latifolia (Benth.) S.T.Blake,https://id.biodiversity.org.au/node/apni/2911219,https://id.biodiversity.org.au/taxon/apni/51736591,https://id.biodiversity.org.au/taxon/apni/51736528,https://id.biodiversity.org.au/name/apni/115990,https://id.biodiversity.org.au/node/apni/2911219,accepted
Piper caninum,Piper caninum,species,accepted,APC,NA,Piper,Piperaceae,Piper caninum,NA,Qld,native,Piper caninum Blume,https://id.biodiversity.org.au/node/apni/2917544,https://id.biodiversity.org.au/taxon/apni/51442299,https://id.biodiversity.org.au/taxon/apni/51442300,https://id.biodiversity.org.au/name/apni/80619,https://id.biodiversity.org.au/node/apni/2917544,accepted
Pittosporum rubiginosum,Pittosporum rubiginosum,species,accepted,APC,NA,Pittosporum,Pittosporaceae,Pittosporum rubiginosum,NA,Qld,native,Pittosporum rubiginosum A.Cunn.,https://id.biodiversity.org.au/node/apni/2887772,https://id.biodiversity.org.au/taxon/apni/51442349,https://id.biodiversity.org.au/taxon/apni/51442315,https://id.biodiversity.org.au/name/apni/100119,https://id.biodiversity.org.au/node/apni/2887772,accepted
Planchonella myrsinodendron,Planchonella myrsinodendron,species,accepted,APC,NA,Planchonella,Sapotaceae,Planchonella myrsinodendron,NA,Qld,native,"Planchonella myrsinodendron (F.Muell.) Swenson, Bartish & Munzinger",https://id.biodiversity.org.au/node/apni/2916770,https://id.biodiversity.org.au/taxon/apni/51447422,https://id.biodiversity.org.au/taxon/apni/51447406,https://id.biodiversity.org.au/name/apni/206327,https://id.biodiversity.org.au/node/apni/2916770,accepted
Planchonella obovoidea,Planchonella myrsinodendron,species,accepted,APC,NA,Planchonella,Sapotaceae,Planchonella myrsinodendron,NA,Qld,native,"Planchonella myrsinodendron (F.Muell.) Swenson, Bartish & Munzinger",https://id.biodiversity.org.au/node/apni/2916770,https://id.biodiversity.org.au/taxon/apni/51447422,https://id.biodiversity.org.au/taxon/apni/51447406,https://id.biodiversity.org.au/name/apni/206327,https://id.biodiversity.org.au/instance/apni/872458,taxonomic synonym
Pouteria myrsinodendron,Planchonella myrsinodendron,species,accepted,APC,NA,Planchonella,Sapotaceae,Planchonella myrsinodendron,NA,Qld,native,"Planchonella myrsinodendron (F.Muell.) Swenson, Bartish & Munzinger",https://id.biodiversity.org.au/node/apni/2916770,https://id.biodiversity.org.au/taxon/apni/51447422,https://id.biodiversity.org.au/taxon/apni/51447406,https://id.biodiversity.org.au/name/apni/206327,https://id.biodiversity.org.au/instance/apni/872457,nomenclatural synonym
Pouteria obovoidea,Planchonella myrsinodendron,species,accepted,APC,NA,Planchonella,Sapotaceae,Planchonella myrsinodendron,NA,Qld,native,"Planchonella myrsinodendron (F.Muell.) Swenson, Bartish & Munzinger",https://id.biodiversity.org.au/node/apni/2916770,https://id.biodiversity.org.au/taxon/apni/51447422,https://id.biodiversity.org.au/taxon/apni/51447406,https://id.biodiversity.org.au/name/apni/206327,https://id.biodiversity.org.au/instance/apni/872459,taxonomic synonym
Polyscias australiana,Polyscias australiana,species,accepted,APC,NA,Polyscias,Araliaceae,Polyscias australiana,NA,"NT, Qld",native,Polyscias australiana (F.Muell.) Philipson,https://id.biodiversity.org.au/node/apni/7223338,https://id.biodiversity.org.au/taxon/apni/51737050,https://id.biodiversity.org.au/taxon/apni/51736765,https://id.biodiversity.org.au/name/apni/84802,https://id.biodiversity.org.au/instance/apni/941828,taxonomic synonym
Premna serratifolia,Premna serratifolia,species,accepted,APC,NA,Premna,Lamiaceae,Premna serratifolia,NA,"WA, CoI, ChI, NT, Qld",native,Premna serratifolia L.,https://id.biodiversity.org.au/node/apni/2890979,https://id.biodiversity.org.au/node/apni/7476318,https://id.biodiversity.org.au/taxon/apni/51696573,https://id.biodiversity.org.au/name/apni/107764,https://id.biodiversity.org.au/node/apni/2890979,accepted
Psychotria dallachiana,Psychotria dallachiana,species,accepted,APC,NA,Psychotria,Rubiaceae,Psychotria dallachiana,NA,Qld,native,Psychotria dallachiana Benth.,https://id.biodiversity.org.au/node/apni/2890013,https://id.biodiversity.org.au/taxon/apni/51446698,https://id.biodiversity.org.au/taxon/apni/51446612,https://id.biodiversity.org.au/name/apni/89074,https://id.biodiversity.org.au/node/apni/2890013,accepted
Rhysotoechia robertsonii,Rhysotoechia robertsonii,species,accepted,APC,NA,Rhysotoechia,Sapindaceae,Rhysotoechia robertsonii,NA,Qld,native,Rhysotoechia robertsonii (F.Muell.) Radlk.,https://id.biodiversity.org.au/node/apni/2907890,https://id.biodiversity.org.au/node/apni/2904109,https://id.biodiversity.org.au/taxon/apni/51447212,https://id.biodiversity.org.au/name/apni/71042,https://id.biodiversity.org.au/node/apni/2907890,accepted
Rockinghamia angustifolia,Rockinghamia angustifolia,species,accepted,APC,NA,Rockinghamia,Euphorbiaceae,Rockinghamia angustifolia,NA,Qld,native,Rockinghamia angustifolia (Benth.) Airy Shaw,https://id.biodiversity.org.au/node/apni/2921179,https://id.biodiversity.org.au/node/apni/2892697,https://id.biodiversity.org.au/taxon/apni/51442249,https://id.biodiversity.org.au/name/apni/61487,https://id.biodiversity.org.au/node/apni/2921179,accepted
Synima cordieri,Synima cordierorum,species,accepted,APC,NA,Synima,Sapindaceae,Synima cordierorum,NA,Qld,native,Synima cordierorum (F.Muell.) Radlk.,https://id.biodiversity.org.au/node/apni/2889569,https://id.biodiversity.org.au/taxon/apni/51447351,https://id.biodiversity.org.au/taxon/apni/51447212,https://id.biodiversity.org.au/name/apni/159837,https://id.biodiversity.org.au/instance/apni/9627792,orthographic variant
Synima cordierii,Synima cordierorum,species,accepted,APC,NA,Synima,Sapindaceae,Synima cordierorum,NA,Qld,native,Synima cordierorum (F.Muell.) Radlk.,https://id.biodiversity.org.au/node/apni/2889569,https://id.biodiversity.org.au/taxon/apni/51447351,https://id.biodiversity.org.au/taxon/apni/51447212,https://id.biodiversity.org.au/name/apni/159837,https://id.biodiversity.org.au/instance/apni/847624,orthographic variant
Synima cordierorum,Synima cordierorum,species,accepted,APC,NA,Synima,Sapindaceae,Synima cordierorum,NA,Qld,native,Synima cordierorum (F.Muell.) Radlk.,https://id.biodiversity.org.au/node/apni/2889569,https://id.biodiversity.org.au/taxon/apni/51447351,https://id.biodiversity.org.au/taxon/apni/51447212,https://id.biodiversity.org.au/name/apni/159837,https://id.biodiversity.org.au/node/apni/2889569,accepted
Acmenosperma claviflorum,Syzygium claviflorum,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium claviflorum,NA,"NT, Qld",native,Syzygium claviflorum (Roxb.) Wall. ex Steud.,https://id.biodiversity.org.au/node/apni/2910663,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64612,https://id.biodiversity.org.au/instance/apni/891130,nomenclatural synonym
Eugenia claviflora,Syzygium claviflorum,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium claviflorum,NA,"NT, Qld",native,Syzygium claviflorum (Roxb.) Wall. ex Steud.,https://id.biodiversity.org.au/node/apni/2910663,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64612,https://id.biodiversity.org.au/instance/apni/891129,nomenclatural synonym
Syzygium claviflorum,Syzygium claviflorum,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium claviflorum,NA,"NT, Qld",native,Syzygium claviflorum (Roxb.) Wall. ex Steud.,https://id.biodiversity.org.au/node/apni/2910663,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64612,https://id.biodiversity.org.au/node/apni/2910663,accepted
Acmena graveolens,Syzygium graveolens,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium graveolens,NA,Qld,native,Syzygium graveolens (F.M.Bailey) Craven & Biffin,https://id.biodiversity.org.au/node/apni/2920364,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/202985,https://id.biodiversity.org.au/instance/apni/891710,nomenclatural synonym
Acmena macrocarpa,Syzygium graveolens,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium graveolens,NA,Qld,native,Syzygium graveolens (F.M.Bailey) Craven & Biffin,https://id.biodiversity.org.au/node/apni/2920364,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/202985,https://id.biodiversity.org.au/instance/apni/891712,taxonomic synonym
Syzygium graveolens,Syzygium graveolens,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium graveolens,NA,Qld,native,Syzygium graveolens (F.M.Bailey) Craven & Biffin,https://id.biodiversity.org.au/node/apni/2920364,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/202985,https://id.biodiversity.org.au/node/apni/2920364,accepted
Cleistocalyx gustavioides,Syzygium gustavioides,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium gustavioides,NA,Qld,native,Syzygium gustavioides (F.M.Bailey) B.Hyland,https://id.biodiversity.org.au/taxon/apni/51429676,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64722,https://id.biodiversity.org.au/instance/apni/51429673,nomenclatural synonym
Eugenia gustavioides,Syzygium gustavioides,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium gustavioides,NA,Qld,native,Syzygium gustavioides (F.M.Bailey) B.Hyland,https://id.biodiversity.org.au/taxon/apni/51429676,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64722,https://id.biodiversity.org.au/instance/apni/51429672,nomenclatural synonym
Syzygium gustavioides,Syzygium gustavioides,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium gustavioides,NA,Qld,native,Syzygium gustavioides (F.M.Bailey) B.Hyland,https://id.biodiversity.org.au/taxon/apni/51429676,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64722,https://id.biodiversity.org.au/taxon/apni/51429676,accepted
Syzygium gustavoides,Syzygium gustavioides,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium gustavioides,NA,Qld,native,Syzygium gustavioides (F.M.Bailey) B.Hyland,https://id.biodiversity.org.au/taxon/apni/51429676,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64722,https://id.biodiversity.org.au/instance/apni/51429674,orthographic variant
Acmena hemilampra,Syzygium hemilamprum,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium hemilamprum,NA,"NT, Qld, NSW",native,Syzygium hemilamprum (F.Muell.) Craven & Biffin,https://id.biodiversity.org.au/node/apni/2921123,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/202987,https://id.biodiversity.org.au/instance/apni/891738,nomenclatural synonym
Syzygium hemilamprum,Syzygium hemilamprum,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium hemilamprum,NA,"NT, Qld, NSW",native,Syzygium hemilamprum (F.Muell.) Craven & Biffin,https://id.biodiversity.org.au/node/apni/2921123,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/202987,https://id.biodiversity.org.au/node/apni/2921123,accepted
Syzygium monospermum,Syzygium monospermum,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium monospermum,NA,Qld,native,Syzygium monospermum Craven,https://id.biodiversity.org.au/node/apni/2904504,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/188519,https://id.biodiversity.org.au/node/apni/2904504,accepted
Syzygium dictyophlebium,Syzygium sayeri,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium sayeri,NA,Qld,native,Syzygium sayeri (F.Muell.) B.Hyland,https://id.biodiversity.org.au/node/apni/2888968,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64837,https://id.biodiversity.org.au/instance/apni/892019,taxonomic synonym
Syzygium sayeri,Syzygium sayeri,species,accepted,APC,NA,Syzygium,Myrtaceae,Syzygium sayeri,NA,Qld,native,Syzygium sayeri (F.Muell.) B.Hyland,https://id.biodiversity.org.au/node/apni/2888968,https://id.biodiversity.org.au/taxon/apni/51440383,https://id.biodiversity.org.au/taxon/apni/51738744,https://id.biodiversity.org.au/name/apni/64837,https://id.biodiversity.org.au/node/apni/2888968,accepted
Tetracera nordtiana,Tetracera nordtiana,species,accepted,APC,NA,Tetracera,Dilleniaceae,Tetracera nordtiana,NA,Qld,native,Tetracera nordtiana F.Muell.,https://id.biodiversity.org.au/node/apni/2887519,https://id.biodiversity.org.au/node/apni/8792006,https://id.biodiversity.org.au/taxon/apni/51434913,https://id.biodiversity.org.au/name/apni/73119,https://id.biodiversity.org.au/node/apni/2887519,accepted
Toechima erythrocarpum,Toechima erythrocarpum,species,accepted,APC,NA,Toechima,Sapindaceae,Toechima erythrocarpum,NA,Qld,native,Toechima erythrocarpum (F.Muell.) Radlk.,https://id.biodiversity.org.au/node/apni/2889983,https://id.biodiversity.org.au/taxon/apni/51447360,https://id.biodiversity.org.au/taxon/apni/51447212,https://id.biodiversity.org.au/name/apni/97272,https://id.biodiversity.org.au/node/apni/2889983,accepted
Vitex queenslandica,Vitex queenslandica,species,accepted,APC,NA,Vitex,Lamiaceae,Vitex queenslandica,NA,Qld,native,Vitex queenslandica (Munir) Bramley,https://id.biodiversity.org.au/node/apni/2893584,https://id.biodiversity.org.au/taxon/apni/51696572,https://id.biodiversity.org.au/taxon/apni/51696573,https://id.biodiversity.org.au/name/apni/225900,https://id.biodiversity.org.au/node/apni/2893584,accepted
Viticipremna queenslandica,Vitex queenslandica,species,accepted,APC,NA,Vitex,Lamiaceae,Vitex queenslandica,NA,Qld,native,Vitex queenslandica (Munir) Bramley,https://id.biodiversity.org.au/node/apni/2893584,https://id.biodiversity.org.au/taxon/apni/51696572,https://id.biodiversity.org.au/taxon/apni/51696573,https://id.biodiversity.org.au/name/apni/225900,https://id.biodiversity.org.au/instance/apni/890564,nomenclatural synonym
Wrightia laevis,Wrightia laevis,species,accepted,APC,NA,Wrightia,Apocynaceae,Wrightia laevis,NA,Qld,native,Wrightia laevis Hook.f.,https://id.biodiversity.org.au/node/apni/2911152,https://id.biodiversity.org.au/taxon/apni/51736527,https://id.biodiversity.org.au/taxon/apni/51736528,https://id.biodiversity.org.au/name/apni/107090,https://id.biodiversity.org.au/node/apni/2911152,accepted
Wrightia laevis subsp. millgar,Wrightia laevis,species,accepted,APC,NA,Wrightia,Apocynaceae,Wrightia laevis,NA,Qld,native,Wrightia laevis Hook.f.,https://id.biodiversity.org.au/node/apni/2911152,https://id.biodiversity.org.au/taxon/apni/51736527,https://id.biodiversity.org.au/taxon/apni/51736528,https://id.biodiversity.org.au/name/apni/107090,https://id.biodiversity.org.au/instance/apni/848256,taxonomic synonym
Xanthophyllum octandrum,Xanthophyllum octandrum,species,accepted,APC,NA,Xanthophyllum,Polygalaceae,Xanthophyllum octandrum,NA,Qld,native,Xanthophyllum octandrum (F.Muell.) Domin,https://id.biodiversity.org.au/node/apni/2891040,https://id.biodiversity.org.au/node/apni/2916535,https://id.biodiversity.org.au/taxon/apni/51444809,https://id.biodiversity.org.au/name/apni/96394,https://id.biodiversity.org.au/node/apni/2891040,accepted
