species_name,trait,units,value
Dryandra hewardiana,leaf length maximum,cm,20
Dryandra hirsuta,leaf length maximum,cm,13
Dryandra horrida,leaf length maximum,cm,14
Dryandra idiogenes,leaf length maximum,cm,37
Dryandra insulanemorecincta,leaf length maximum,cm,20
Dryandra ionthocarpa,leaf length maximum,cm,25
Dryandra kippistiana,leaf length maximum,cm,8
Dryandra lepidorhiza,leaf length maximum,cm,30
Dryandra lindleyana,leaf length maximum,cm,20
Dryandra lindleyana subsp. agricola,leaf length maximum,cm,17
Dryandra lindleyana subsp. lindleyana,leaf length maximum,cm,20
Dryandra lindleyana subsp. media,leaf length maximum,cm,20
Dryandra lindleyana subsp. pollosta,leaf length maximum,cm,20
Dryandra lindleyana subsp. sylvestris,leaf length maximum,cm,16
Dryandra longifolia,leaf length maximum,cm,30
Dryandra meganotia,leaf length maximum,cm,7
Dryandra mimica,leaf length maximum,cm,35
Dryandra montana,leaf length maximum,cm,25
Dryandra mucronulata,leaf length maximum,cm,25
Dryandra nana,leaf length maximum,cm,19
Dryandra nervosa,leaf length maximum,cm,45
Dryandra nivea,leaf length maximum,cm,45
Dryandra nivea subsp. nivea,leaf length maximum,cm,35
Dryandra nivea subsp. uliginosa,leaf length maximum,cm,45
Dryandra nobilis,leaf length maximum,cm,22
Dryandra obtusa,leaf length maximum,cm,30
Dryandra octotriginta,leaf length maximum,cm,25
Dryandra pallida,leaf length maximum,cm,8
Dryandra platycarpa,leaf length maximum,cm,12
Dryandra plumosa,leaf length maximum,cm,30
Dryandra polycephala,leaf length maximum,cm,20
Dryandra porrecta,leaf length maximum,cm,30
Dryandra praemorsa,leaf length maximum,cm,11
Dryandra praemorsa var. praemorsa,leaf length maximum,cm,6
Dryandra praemorsa var. splendens,leaf length maximum,cm,11
Dryandra preissii,leaf length maximum,cm,15
Dryandra proteoides,leaf length maximum,cm,26
Dryandra pseudoplumosa,leaf length maximum,cm,17
Dryandra pteridifolia,leaf length maximum,cm,50
Dryandra pulchella,leaf length maximum,cm,20
Dryandra purdieana,leaf length maximum,cm,11
Dryandra quercifolia,leaf length maximum,cm,9
Dryandra rufistylis,leaf length maximum,cm,15
Dryandra sclerophylla,leaf length maximum,cm,13
Dryandra seneciifolia,leaf length maximum,cm,5
Dryandra serra,leaf length maximum,cm,9
Dryandra serratuloides,leaf length maximum,cm,9
Dryandra sessilis,leaf length maximum,cm,6
Dryandra sessilis var. cordata,leaf length maximum,cm,6
Dryandra sessilis var. cygnorum,leaf length maximum,cm,3
Dryandra sessilis var. flabellifolia,leaf length maximum,cm,4
Dryandra sessilis var. sessilis,leaf length maximum,cm,5
Dryandra shanklandiorum,leaf length maximum,cm,46
Dryandra shuttleworthiana,leaf length maximum,cm,14
Dryandra speciosa,leaf length maximum,cm,10
Dryandra squarrosa,leaf length maximum,cm,9
Dryandra stenoprion,leaf length maximum,cm,20
Dryandra stricta,leaf length maximum,cm,20
Dryandra stuposa,leaf length maximum,cm,15
Dryandra subpinnatifida,leaf length maximum,cm,35
Dryandra subulata,leaf length maximum,cm,35
Dryandra tenuifolia,leaf length maximum,cm,26
Dryandra tortifolia,leaf length maximum,cm,17
Dryandra tridentata,leaf length maximum,mm,45
Dryandra trifontinalis,leaf length maximum,cm,16
Dryandra vestita,leaf length maximum,cm,15
Dryandra viscida,leaf length maximum,cm,35
Dryandra wonganensis,leaf length maximum,cm,16
Dryandra xylothemelia,leaf length maximum,cm,12
Drymophila cyanocarpa,leaf length maximum,mm,80
Drymophila moorei,leaf length maximum,mm,60
Echinostephia aculeata,leaf length maximum,cm,9
Eidothea zoexylocarya,leaf length maximum,cm,10
Elaeagnus triflora,leaf length maximum,cm,13
Elatostema reticulatum,leaf length maximum,cm,20
Elatostema stipitatum,leaf length maximum,cm,8
Elattostachys megalantha,leaf length maximum,cm,16
Elattostachys microcarpa,leaf length maximum,cm,14.5
Elattostachys nervosa,leaf length maximum,cm,18.5
Elattostachys xylocarpa,leaf length maximum,cm,8.5
Endiandra acuminata,leaf length maximum,cm,10.5
Endiandra anthropophagorum,leaf length maximum,cm,16
Endiandra bellendenkerana,leaf length maximum,cm,12
Endiandra bessaphila,leaf length maximum,cm,17
Endiandra collinsii,leaf length maximum,cm,11
Endiandra compressa,leaf length maximum,cm,20.5
Endiandra cooperana,leaf length maximum,cm,15
Endiandra cowleyana,leaf length maximum,cm,9
Endiandra crassiflora,leaf length maximum,cm,11.5
Endiandra dichrophylla,leaf length maximum,cm,15.5
Endiandra dielsiana,leaf length maximum,cm,16
Endiandra discolor,leaf length maximum,cm,10.5
Endiandra glauca,leaf length maximum,cm,10.5
Endiandra globosa,leaf length maximum,cm,16.5
Endiandra grayi,leaf length maximum,cm,14.5
Endiandra hayesii,leaf length maximum,cm,15.5
Endiandra hypotephra,leaf length maximum,cm,14
Endiandra impressicosta,leaf length maximum,cm,14.5
Endiandra insignis,leaf length maximum,cm,22.5
Endiandra introrsa,leaf length maximum,cm,9.5
Endiandra jonesii,leaf length maximum,cm,8.8
Endiandra leptodendron,leaf length maximum,cm,16
Endiandra limnophila,leaf length maximum,cm,12.5
Endiandra longipedicellata,leaf length maximum,cm,16.5
Endiandra microneura,leaf length maximum,cm,15
Endiandra monothyra,leaf length maximum,cm,15
Endiandra monothyra subsp. monothyra,leaf length maximum,cm,15
Endiandra monothyra subsp. trichophylla,leaf length maximum,cm,8.5
Endiandra montana,leaf length maximum,cm,13.5
Endiandra muelleri,leaf length maximum,cm,11
Endiandra palmerstonii,leaf length maximum,cm,22.5
Endiandra phaeocarpa,leaf length maximum,cm,18.5
Endiandra pubens,leaf length maximum,cm,22.5
Endiandra sankeyana,leaf length maximum,cm,17
Endiandra sideroxylon,leaf length maximum,cm,11
Endiandra sieberi,leaf length maximum,cm,11.5
Endiandra virens,leaf length maximum,cm,14
Endiandra wolfei,leaf length maximum,cm,12.5
Endiandra xanthocarpa,leaf length maximum,cm,15.5
Endressia wardellii,leaf length maximum,cm,13
Entada phaseoloides,leaf length maximum,cm,10.5
Entada rheedii,leaf length maximum,cm,7.5
Epilobium billardierianum,leaf length maximum,cm,4
Epilobium brunnescens subsp. beaugleholei,leaf length maximum,mm,14
Epilobium curtisiae,leaf length maximum,cm,2.5
Epilobium fugitivum,leaf length maximum,cm,1.5
Epilobium gunnianum,leaf length maximum,cm,6
Epilobium hirtigerum,leaf length maximum,cm,6
Epilobium pallidiflorum,leaf length maximum,cm,8
Epilobium perpusillum,leaf length maximum,mm,13
Epilobium rotundifolium,leaf length maximum,cm,2.5
Epilobium sarmentaceum,leaf length maximum,cm,5
Epilobium tasmanicum,leaf length maximum,cm,2
Epilobium tetragonum subsp. tetragonum,leaf length maximum,cm,7.5
Epilobium willisii,leaf length maximum,cm,1.5
Erythrophleum chlorostachys,leaf length maximum,cm,8.5
Etlingera australasica,leaf length maximum,cm,60
Euonymus australiana,leaf length maximum,cm,10
Euonymus globularis,leaf length maximum,cm,10
Eupomatia barbata,leaf length maximum,cm,22
Eupomatia bennettii,leaf length maximum,cm,20
Eupomatia laurina,leaf length maximum,cm,18
Euroschinus falcata,leaf length maximum,cm,10
Eustrephus latifolius,leaf length maximum,cm,12
Exocarpos aphyllus,leaf length maximum,mm,1
Exocarpos cupressiformis,leaf length maximum,mm,0.5
Exocarpos humifusus,leaf length maximum,mm,0.5
Exocarpos latifolius,leaf length maximum,cm,14
Exocarpos nanus,leaf length maximum,mm,0.5
Exocarpos odoratus,leaf length maximum,mm,15
Exocarpos sparteus,leaf length maximum,mm,10
Exocarpos strictus,leaf length maximum,mm,3
Exocarpos syrticola,leaf length maximum,mm,1
Fatoua pilosa,leaf length maximum,cm,7
Ferraria crispa subsp. crispa,leaf length maximum,cm,40
Ficus adenosperma,leaf length maximum,cm,17
Ficus albipila var. albipila,leaf length maximum,cm,18
Ficus baileyana,leaf length maximum,cm,15
Ficus benghalensis,leaf length maximum,cm,30
Ficus benjamina var. benjamina,leaf length maximum,cm,12
Ficus congesta var. congesta,leaf length maximum,cm,25
Ficus copiosa,leaf length maximum,cm,35
Ficus coronata,leaf length maximum,cm,15
Ficus coronulata,leaf length maximum,cm,25
Ficus crassipes,leaf length maximum,cm,17
Ficus destruens,leaf length maximum,cm,18
Ficus drupacea,leaf length maximum,cm,20
Ficus fraseri,leaf length maximum,cm,13
Ficus hispida var. hispida,leaf length maximum,cm,35
Ficus leptoclada,leaf length maximum,cm,12
Ficus leucotricha,leaf length maximum,cm,13
Ficus macrophylla subsp. macrophylla,leaf length maximum,cm,25
Ficus melinocarpa var. hololampra,leaf length maximum,cm,20
Ficus microcarpa,leaf length maximum,cm,12
Ficus microcarpa var. hillii,leaf length maximum,cm,11
Ficus microcarpa var. latifolia,leaf length maximum,cm,12
Ficus microcarpa var. microcarpa,leaf length maximum,cm,11
Ficus mollior var. mollior,leaf length maximum,cm,18
Ficus nodosa,leaf length maximum,cm,22
Ficus obliqua,leaf length maximum,cm,10
Ficus opposita,leaf length maximum,cm,14
Ficus opposita var. indecora,leaf length maximum,cm,9
Ficus opposita var. opposita,leaf length maximum,cm,14
Ficus pantoniana var. pantoniana,leaf length maximum,cm,13
Ficus platypoda,leaf length maximum,cm,10
Ficus pleurocarpa,leaf length maximum,cm,26
Ficus podocarpifolia,leaf length maximum,cm,6.5
Ficus racemosa var. racemosa,leaf length maximum,cm,20
Ficus rubiginosa,leaf length maximum,cm,11
Ficus scobina,leaf length maximum,cm,16
Ficus septica,leaf length maximum,cm,20
Ficus subpuberula,leaf length maximum,cm,12
Ficus superba var. henneana,leaf length maximum,cm,13
Ficus tinctoria subsp. tinctoria,leaf length maximum,cm,15
Ficus triradiata,leaf length maximum,cm,14
Ficus triradiata var. sessilicarpa,leaf length maximum,cm,12
Ficus triradiata var. triradiata,leaf length maximum,cm,14
Ficus variegata var. variegata,leaf length maximum,cm,25
Ficus virens,leaf length maximum,cm,19
Ficus virgata var. virgata,leaf length maximum,cm,20
Ficus watkinsiana,leaf length maximum,cm,20
Fitzalania bidwillii,leaf length maximum,cm,13
Fitzalania heteropetala,leaf length maximum,cm,11
Floydia praealta,leaf length maximum,cm,30
Fumaria muralis subsp. muralis,leaf length maximum,mm,5
Galbulimima baccata,leaf length maximum,cm,12
Ganophyllum falcatum,leaf length maximum,cm,9.5
Garuga floribunda var. floribunda,leaf length maximum,cm,19
Geitonoplesium cymosum,leaf length maximum,cm,13
Gladiolus communis subsp. byzantinus,leaf length maximum,cm,60
Glischrocaryon aureum,leaf length maximum,mm,60
Glischrocaryon aureum var. angustifolium,leaf length maximum,mm,30
Glischrocaryon aureum var. aureum,leaf length maximum,mm,60
Glischrocaryon behrii,leaf length maximum,mm,25
Glischrocaryon flavescens,leaf length maximum,mm,30
Glischrocaryon roei,leaf length maximum,mm,10
Globba marantina,leaf length maximum,cm,15
Gomphandra australiana,leaf length maximum,cm,24
Goniothalamus australis,leaf length maximum,cm,12
Gonocarpus acanthocarpus,leaf length maximum,mm,30
Gonocarpus benthamii,leaf length maximum,mm,17
Gonocarpus chinensis,leaf length maximum,mm,28
Gonocarpus confertifolius,leaf length maximum,mm,10
Gonocarpus confertifolius var. confertifolius,leaf length maximum,mm,10
Gonocarpus confertifolius var. helmsii,leaf length maximum,mm,3.8
Gonocarpus cordiger,leaf length maximum,mm,35
Gonocarpus diffusus,leaf length maximum,mm,1
Gonocarpus effusus,leaf length maximum,cm,5
Gonocarpus elatus,leaf length maximum,mm,30
Gonocarpus ephemerus,leaf length maximum,mm,11
Gonocarpus eremophilus,leaf length maximum,mm,15
Gonocarpus ericifolius,leaf length maximum,mm,7.5
Gonocarpus hexandrus subsp. hexandrus,leaf length maximum,mm,25
Gonocarpus hexandrus subsp. integrifolius,leaf length maximum,mm,30
Gonocarpus hexandrus subsp. serratus,leaf length maximum,mm,50
Gonocarpus hispidus,leaf length maximum,mm,7
Gonocarpus humilis,leaf length maximum,mm,18
Gonocarpus implexus,leaf length maximum,mm,11
Gonocarpus intricatus,leaf length maximum,cm,1.3
Gonocarpus leptothecus,leaf length maximum,mm,30
Gonocarpus longifolius,leaf length maximum,cm,25
Gonocarpus mezianus,leaf length maximum,mm,17
Gonocarpus micranthus,leaf length maximum,mm,13
Gonocarpus micranthus subsp. micranthus,leaf length maximum,mm,7
Gonocarpus micranthus subsp. ramosissimus,leaf length maximum,mm,13
Gonocarpus montanus,leaf length maximum,mm,6
Gonocarpus nodulosus,leaf length maximum,mm,6
Gonocarpus oreophilus,leaf length maximum,cm,35
Gonocarpus paniculatus,leaf length maximum,cm,5
Gonocarpus pithyoides,leaf length maximum,mm,15
Gonocarpus pusillus,leaf length maximum,mm,8
Gonocarpus pycnostachyus,leaf length maximum,mm,1.3
Gonocarpus rudis,leaf length maximum,mm,10
Gonocarpus salsoloides,leaf length maximum,mm,15
Gonocarpus scordioides,leaf length maximum,mm,25
Gonocarpus serpyllifolius,leaf length maximum,mm,10
Gonocarpus simplex,leaf length maximum,mm,10
Gonocarpus tetragynus,leaf length maximum,mm,12
Gonocarpus teucrioides,leaf length maximum,mm,15
Gonocarpus trichostachyus,leaf length maximum,mm,10
Gonocarpus urceolatus,leaf length maximum,mm,22
Goodenia affinis,leaf length maximum,cm,4
Goodenia albiflora,leaf length maximum,cm,7
Goodenia amplexans,leaf length maximum,cm,9
Goodenia anfracta,leaf length maximum,cm,3
Goodenia angustifolia,leaf length maximum,cm,8
Goodenia arachnoidea,leaf length maximum,cm,10
Goodenia arenicola,leaf length maximum,cm,10
Goodenia argillacea,leaf length maximum,cm,4.5
Goodenia armitiana,leaf length maximum,cm,6
Goodenia armstrongiana,leaf length maximum,cm,4
Goodenia arthrotricha,leaf length maximum,cm,5
Goodenia azurea,leaf length maximum,cm,7
Goodenia bellidifolia,leaf length maximum,cm,9.5
Goodenia benthamiana,leaf length maximum,mm,25
Goodenia berardiana,leaf length maximum,cm,16
Goodenia berringbinensis,leaf length maximum,cm,6
Goodenia bicolor,leaf length maximum,cm,5
Goodenia blackiana,leaf length maximum,cm,6
Goodenia brachypoda,leaf length maximum,cm,5
Goodenia brunnea,leaf length maximum,cm,6
Goodenia byrnesii,leaf length maximum,cm,6
Goodenia caerulea,leaf length maximum,cm,7
Goodenia calcarata,leaf length maximum,cm,5
Goodenia campestris,leaf length maximum,cm,7
Goodenia centralis,leaf length maximum,cm,10
Goodenia chambersii,leaf length maximum,mm,30
Goodenia chthonocephalata,leaf length maximum,cm,8
Goodenia cirrifica,leaf length maximum,cm,3
Goodenia claytoniacea,leaf length maximum,cm,6
Goodenia concinna,leaf length maximum,cm,9
Goodenia convexa,leaf length maximum,cm,12
Goodenia coronopifolia,leaf length maximum,cm,10
Goodenia corynocarpa,leaf length maximum,cm,9
Goodenia cusackiana,leaf length maximum,cm,5
Goodenia cycloptera,leaf length maximum,cm,10
Goodenia decurrens,leaf length maximum,cm,10
Goodenia decursiva,leaf length maximum,mm,35
Goodenia delicata,leaf length maximum,cm,6
Goodenia dimorpha,leaf length maximum,cm,5
Goodenia disperma,leaf length maximum,mm,50
Goodenia drummondii,leaf length maximum,cm,4
Goodenia durackiana,leaf length maximum,cm,6
Goodenia dyeri,leaf length maximum,cm,5
Astelia psychrocharis,leaf type,,simple
Atalaya angustifolia,leaf type,,compound
Atalaya australiana,leaf type,,compound
Atalaya calcicola,leaf type,,compound
Atalaya hemiglauca,leaf type,,compound
Atalaya multiflora,leaf type,,compound
Atalaya rigida,leaf type,,compound
Atalaya salicifolia,leaf type,,compound
Atalaya sericopetala,leaf type,,simple
Atalaya variifolia,leaf type,,compound
Atherosperma moschatum,leaf type,,compound
Atherosperma moschatum subsp. integrifolium,leaf type,,simple
Atherosperma moschatum subsp. moschatum,leaf type,,simple
Athertonia diversifolia,leaf type,,simple
Athrotaxis cupressoides,leaf type,,simple
Athrotaxis selaginoides,leaf type,,simple
Atkinsonia ligustrina,leaf type,,simple
Australina pusilla,leaf type,,simple
Austrobaileya scandens,leaf type,,simple
Austromatthaea elegans,leaf type,,simple
Austromuellera trinervia,leaf type,,compound
Austromuellera valida,leaf type,,compound
Balanops australiana,leaf type,,simple
Banksia aculeata,leaf type,,simple
Banksia aemula,leaf type,,simple
Banksia aquilonia,leaf type,,simple
Banksia ashbyi,leaf type,,simple
Banksia attenuata,leaf type,,simple
Banksia audax,leaf type,,simple
Banksia baueri,leaf type,,simple
Banksia baxteri,leaf type,,simple
Banksia benthamiana,leaf type,,simple
Banksia blechnifolia,leaf type,,simple
Banksia brownii,leaf type,,compound
Banksia burdettii,leaf type,,simple
Banksia caleyi,leaf type,,simple
Banksia candolleana,leaf type,,simple
Banksia canei,leaf type,,simple
Banksia chamaephyton,leaf type,,simple
Banksia coccinea,leaf type,,simple
Banksia conferta,leaf type,,simple
Banksia conferta subsp. conferta,leaf type,,simple
Banksia conferta subsp. penicillata,leaf type,,simple
Banksia cuneata,leaf type,,simple
Banksia dentata,leaf type,,simple
Banksia dryandroides,leaf type,,simple
Banksia elderiana,leaf type,,simple
Banksia elegans,leaf type,,simple
Banksia epica,leaf type,,simple
Banksia ericifolia,leaf type,,simple
Banksia ericifolia subsp. ericifolia,leaf type,,simple
Banksia ericifolia subsp. macrantha,leaf type,,simple
Banksia gardneri,leaf type,,simple
Banksia gardneri var. brevidentata,leaf type,,simple
Banksia gardneri var. gardneri,leaf type,,simple
Banksia gardneri var. hiemalis,leaf type,,simple
Banksia goodii,leaf type,,simple
Banksia grandis,leaf type,,simple
Banksia grossa,leaf type,,simple
Banksia hookeriana,leaf type,,simple
Banksia ilicifolia,leaf type,,simple
Banksia incana,leaf type,,simple
Banksia integrifolia,leaf type,,simple
Banksia integrifolia subsp. compar,leaf type,,simple
Banksia integrifolia subsp. integrifolia,leaf type,,simple
Banksia integrifolia subsp. monticola,leaf type,,simple
Banksia laevigata,leaf type,,simple
Banksia laevigata subsp. fuscolutea,leaf type,,simple
Banksia laevigata subsp. laevigata,leaf type,,simple
Banksia lanata,leaf type,,simple
Banksia laricina,leaf type,,simple
Banksia lemanniana,leaf type,,simple
Banksia leptophylla,leaf type,,simple
Banksia leptophylla var. leptophylla,leaf type,,simple
Banksia leptophylla var. melletica,leaf type,,simple
Banksia lindleyana,leaf type,,simple
Banksia littoralis,leaf type,,simple
Banksia lullfitzii,leaf type,,simple
Banksia marginata,leaf type,,simple
Banksia media,leaf type,,simple
Banksia meisneri,leaf type,,simple
Banksia meisneri subsp. ascendens,leaf type,,simple
Banksia meisneri subsp. meisneri,leaf type,,simple
Banksia menziesii,leaf type,,simple
Banksia micrantha,leaf type,,simple
Banksia nutans,leaf type,,simple
Banksia nutans var. cernuella,leaf type,,simple
Banksia nutans var. nutans,leaf type,,simple
Banksia oblongifolia,leaf type,,simple
Banksia occidentalis,leaf type,,simple
Banksia oligantha,leaf type,,simple
Banksia oreophila,leaf type,,simple
Banksia ornata,leaf type,,simple
Banksia paludosa,leaf type,,simple
Banksia paludosa subsp. astrolux,leaf type,,simple
Banksia paludosa subsp. paludosa,leaf type,,simple
Banksia petiolaris,leaf type,,simple
Banksia pilostylis,leaf type,,simple
Banksia plagiocarpa,leaf type,,simple
Banksia praemorsa,leaf type,,simple
Banksia prionotes,leaf type,,simple
Banksia pulchella,leaf type,,simple
Banksia quercifolia,leaf type,,simple
Banksia repens,leaf type,,simple
Banksia robur,leaf type,,simple
Banksia saxicola,leaf type,,simple
Banksia scabrella,leaf type,,simple
Banksia sceptrum,leaf type,,simple
Banksia seminuda,leaf type,,simple
Banksia serra,leaf type,,simple
Banksia serrata,leaf type,,simple
Banksia solandri,leaf type,,simple
Banksia speciosa,leaf type,,simple
Banksia sphaerocarpa,leaf type,,simple
Banksia sphaerocarpa var. caesia,leaf type,,simple
Banksia sphaerocarpa var. dolichostyla,leaf type,,simple
Banksia sphaerocarpa var. sphaerocarpa,leaf type,,simple
Banksia spinulosa,leaf type,,simple
Banksia spinulosa var. collina,leaf type,,simple
Banksia spinulosa var. cunninghamii,leaf type,,simple
Banksia spinulosa var. neoanglica,leaf type,,simple
Banksia spinulosa var. spinulosa,leaf type,,simple
Banksia telmatiaea,leaf type,,simple
Banksia tricuspis,leaf type,,simple
Banksia verticillata,leaf type,,simple
Banksia victoriae,leaf type,,simple
Banksia violacea,leaf type,,simple
Barklya syringifolia,leaf type,,simple
Bauhinia binata,leaf type,,simple
Bauhinia carronii,leaf type,,compound
Bauhinia cunninghamii,leaf type,,compound
Bauhinia gilva,leaf type,,compound
Bauhinia hookeri,leaf type,,simple
Bauhinia malabarica,leaf type,,simple
Beilschmiedia bancroftii,leaf type,,simple
Beilschmiedia brunnea,leaf type,,simple
Beilschmiedia castrisinensis,leaf type,,simple
Beilschmiedia collina,leaf type,,simple
Beilschmiedia elliptica,leaf type,,simple
Beilschmiedia obtusifolia,leaf type,,simple
Beilschmiedia oligandra,leaf type,,simple
Beilschmiedia peninsularis,leaf type,,simple
Beilschmiedia recurva,leaf type,,simple
Beilschmiedia tooram,leaf type,,simple
Beilschmiedia volckii,leaf type,,simple
Bellendena montana,leaf type,,simple
Benthamina alyxifolia,leaf type,,simple
Blancoa canescens,leaf type,,simple
Blandfordia cunninghamii,leaf type,,simple
Blandfordia grandiflora,leaf type,,simple
Blandfordia nobilis,leaf type,,simple
Blandfordia punicea,leaf type,,simple
Blepharocarya depauperata,leaf type,,compound
Blepharocarya involucrigera,leaf type,,compound
Borya constricta,leaf type,,simple
Borya jabirabela,leaf type,,simple
Borya laciniata,leaf type,,simple
Borya longiscapa,leaf type,,simple
Borya mirabilis,leaf type,,simple
Borya nitida,leaf type,,simple
Borya scirpoidea,leaf type,,simple
Borya septentrionalis,leaf type,,simple
Borya sphaerocephala,leaf type,,simple
Borya subulata,leaf type,,simple
Bowenia serrulata,leaf type,,simple
Bowenia spectabilis,leaf type,,simple
Brasenia schreberi,leaf type,,simple
Brucea javanica,leaf type,,compound
Bruguiera cylindrica,leaf type,,simple
Bruguiera exaristata,leaf type,,simple
Bruguiera gymnorhiza,leaf type,,simple
Bruguiera parviflora,leaf type,,simple
Bruguiera sexangula,leaf type,,simple
Brunonia australis,leaf type,,simple
Bubbia queenslandiana,leaf type,,simple
Bubbia queenslandiana subsp. australis,leaf type,,simple
Bubbia queenslandiana subsp. queenslandiana,leaf type,,simple
Bubbia semecarpoides,leaf type,,simple
Bubbia whiteana,leaf type,,simple
Buchanania arborescens,leaf type,,simple
Buchanania mangoides,leaf type,,simple
Buchanania obovata,leaf type,,simple
Buckinghamia celsissima,leaf type,,simple
Buckinghamia ferruginiflora,leaf type,,simple
Bulbine alata,leaf type,,simple
Bulbine bulbosa,leaf type,,simple
Bulbine glauca,leaf type,,simple
Bulbine semibarbata,leaf type,,simple
Bulbine vagans,leaf type,,compound
Burchardia bairdiae,leaf type,,simple
Burchardia monantha,leaf type,,simple
Burchardia multiflora,leaf type,,simple
Burchardia rosea,leaf type,,simple
Burchardia umbellata,leaf type,,simple
Caesalpinia bonduc,leaf type,,compound
Caesalpinia crista,leaf type,,compound
Caesalpinia decapetala,leaf type,,compound
Caesalpinia erythrocarpa,leaf type,,compound
Caesalpinia gilliesii,leaf type,,compound
Caesalpinia hymenocarpa,leaf type,,compound
Caesalpinia major,leaf type,,compound
Caesalpinia nitens,leaf type,,compound
Caesalpinia robusta,leaf type,,compound
Caesalpinia scortechinii,leaf type,,compound
Caesalpinia subtropica,leaf type,,compound
Caesalpinia traceyi,leaf type,,compound
Caesia alpina,leaf type,,simple
Caesia calliantha,leaf type,,simple
Caesia chlorantha,leaf type,,simple
Caesia micrantha,leaf type,,simple
Caesia occidentalis,leaf type,,simple
Caesia parviflora,leaf type,,simple
Caesia parviflora var. minor,leaf type,,simple
Caesia parviflora var. parviflora,leaf type,,simple
Caesia parviflora var. vittata,leaf type,,simple
Caesia rigidifolia,leaf type,,simple
Caesia setifera,leaf type,,simple
Calectasia cyanea,leaf type,,simple
Calectasia grandiflora,leaf type,,simple
Calectasia intermedia,leaf type,,simple
Calliandra surinamensis,leaf type,,compound
Callipteris prolifera,leaf type,,compound
Callitris baileyi,leaf type,,simple
Callitris canescens,leaf type,,simple
Callitris columellaris,leaf type,,simple
Callitris drummondii,leaf type,,simple
Callitris endlicheri,leaf type,,simple
Callitris glaucophylla,leaf type,,simple
Callitris gracilis,leaf type,,simple
Callitris gracilis subsp. gracilis,leaf type,,simple
Callitris gracilis subsp. murrayensis,leaf type,,simple
Callitris intratropica,leaf type,,simple
Callitris macleayana,leaf type,,simple
Callitris monticola,leaf type,,simple
Callitris muelleri,leaf type,,simple
Callitris oblonga,leaf type,,simple
Callitris oblonga subsp. corangensis,leaf type,,simple
Callitris oblonga subsp. oblonga,leaf type,,simple
Callitris oblonga subsp. parva,leaf type,,simple
Callitris preissii,leaf type,,simple
Callitris rhomboidea,leaf type,,simple
Callitris roei,leaf type,,simple
Callitris tuberculata,leaf type,,simple
Callitris verrucosa,leaf type,,simple
Calostemma luteum,leaf type,,simple
Calostemma purpureum,leaf type,,simple
Campynema lineare,leaf type,,simple
Cananga odorata,leaf type,,simple
Canarium australasicum,leaf type,,compound
Canarium australianum,leaf type,,compound
Canarium australianum var. australianum,leaf type,,compound
Canarium australianum var. glabrum,leaf type,,compound
Canarium australianum var. velutinum,leaf type,,compound
Canarium muelleri,leaf type,,compound
Canarium vitiense,leaf type,,compound
Canna generalis,leaf type,,simple
Canna indica,leaf type,,simple
Canna orchiodes,leaf type,,simple
Cannabis sativa,leaf type,,compound
Cansjera leptostachya,leaf type,,simple
Carallia brachiata,leaf type,,simple
Cardiopteris moluccana,leaf type,,simple
Cardiospermum grandiflorum,leaf type,,compound
Cardiospermum halicacabum,leaf type,,compound
Cardwellia sublimis,leaf type,,simple
Carnarvonia araliifolia,leaf type,,compound
Carnarvonia araliifolia var. araliifolia,leaf type,,compound
Carnarvonia araliifolia var. montana,leaf type,,compound
Carronia multisepalea,leaf type,,simple
Carronia pedicellata,leaf type,,simple
Carronia protensa,leaf type,,simple
Cassia brewsteri,leaf type,,compound
Cassia brewsteri var. brewsteri,leaf type,,compound
Cassia brewsteri var. marksiana,leaf type,,compound
Cassia brewsteri var. tomentella,leaf type,,compound
Cassia fistula,leaf type,,compound
Cassia queenslandica,leaf type,,simple
Cassine australis,leaf type,,simple
Cassine australis var. angustifolia,leaf type,,simple
Cassine australis var. australis,leaf type,,simple
Cassine melanocarpa,leaf type,,simple
Cassytha aurea var. aurea,leaf type,,simple
Cassytha aurea var. hirta,leaf type,,simple
Cassytha glabella f. bicallosa,leaf type,,simple
Cassytha glabella f. casuarinae,leaf type,,simple
Cassytha glabella f. dispar,leaf type,,simple
Cassytha glabella f. glabella,leaf type,,simple
Cassytha muelleri,leaf type,,simple
Cassytha racemosa,leaf type,,simple
Cassytha racemosa f. pilosa,leaf type,,simple
Cassytha racemosa f. racemosa,leaf type,,simple
Castanospora alphandi,leaf type,,compound
Casuarina cunninghamiana subsp. cunninghamiana,leaf type,,articles
Casuarina cunninghamiana subsp. miodon,leaf type,,articles
Casuarina equisetifolia subsp. equisetifolia,leaf type,,articles
Casuarina equisetifolia subsp. incana,leaf type,,articles
Catalepidia heyana,leaf type,,simple
Cathormion umbellatum subsp. moniliforme,leaf type,,compound
Cecarria obtusifolia,leaf type,,simple
Celastrus australis,leaf type,,simple
Celastrus subspicata,leaf type,,simple
Celtis australis,leaf type,,simple
Celtis occidentalis,leaf type,,simple
Celtis paniculata,leaf type,,simple
Celtis philippensis,leaf type,,simple
Celtis sinensis,leaf type,,simple
Cenarrhenes nitida,leaf type,,simple
Ceratonia siliqua,leaf type,,compound
Ceratophyllum demersum,leaf type,,simple
Ceriops tagal,leaf type,,simple
Chamaecrista biddulphiana,leaf type,,compound
Chamaecrista concinna,leaf type,,compound
Chamaecrista deserti,leaf type,,compound
