species_name,Block!,Column!,Row!,Mother,Elevation,Treatment,Replicate!,Abbrev!,T_LL,T_DL,T_LC,Photo,Cond,Photo_D,Cond_D,area_mm2,SLA_cm_g:4,%N:1,date,date2
Oreomyrrhis eriopoda,2,4,f,5,LoElev,LoWat,7,oe5LoElev7,14,12,26,12.89442721,0.305700752,7.002505747,0.094089514,1938,108.3893,1.4,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,1,d,5,LoElev,LoWat,8,oe5LoElev8,6,7,13,8.607589342,0.14484982,10.00015257,0.136517534,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,14,c,5,LoElev,HiWat,9,oe5LoElev9,27,9,36,10.34228009,0.139265432,7.319302948,0.113123775,546.3,78.8312,1.8,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,3,a,5,LoElev,LoWat,11,oe5LoElev11,24,12,36,0.423241061,0.009378095,4.415579071,0.032869949,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,10,c,5,LoElev,HiWat,12,oe5LoElev12,20,19,39,7.580098019,0.173651616,7.777388682,0.137934751,2279,121.7415,1.7,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,9,g,5,LoElev,LoWat,blank (13),oe5LoElevblank (13),20,18,38,8.720445716,0.129688416,4.79650868,0.058965319,NA,NA,1.5,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,7,e,6,LoElev,LoWat,1,oe6LoElev1,18,5,23,3.109800826,0.110910013,4.670236818,0.058910837,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,15,b,6,LoElev,HiWat,2,oe6LoElev2,16,8,24,4.845175313,0.08329739,3.414763411,0.060828173,3793,95.8554,1.9,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,1,b,6,LoElev,LoWat,3,oe6LoElev3,6,5,11,9.473875119,0.166440789,6.782800965,0.066336443,2199,102.8531,1.5,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,2,h,6,LoElev,HiWat,4,oe6LoElev4,8,9,17,17.34192872,0.286238359,2.009513057,0.016625651,629,62.2156,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,9,c,6,LoElev,HiWat,5,oe6LoElev5,42,12,54,3.275199281,0.147376794,6.363535561,0.063231931,1918,90.5999,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,3,g,6,LoElev,HiWat,6,oe6LoElev6,20,9,29,4.008150772,0.062803223,2.20909068,0.03811446,3563,96.1933,0.7,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,4,c,6,LoElev,HiWat,7,oe6LoElev7,22,10,32,3.793932129,0.110789777,6.514917474,0.129484139,2907,94.5366,1,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,12,c,6,LoElev,LoWat,8,oe6LoElev8,3,6,9,9.308849073,0.25251563,4.634577057,0.068619803,2353,81.3343,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,8,c,6,LoElev,LoWat,10,oe6LoElev10,22,8,30,3.924095214,0.217885564,4.692709286,0.123061795,2129,94.3706,1.1,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,2,g,6,LoElev,LoWat,12,oe6LoElev12,0,7,7,9.690350627,0.178706037,5.822419466,0.111604813,1448.8124,77.6427,1.6,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,4,d,6,LoElev,HiWat,14,oe6LoElev14,2,3,5,2.603594815,0.092630348,1.681217476,0.058556667,1247,138.4018,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,3,d,6,LoElev,LoWat,15,oe6LoElev15,1,4,5,11.75501873,0.712188453,8.423656792,0.336997518,801,84.9417,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,8,d,7,HiElev,LoWat,1,oe7HiElev1,3,20,23,4.145382486,0.083654506,3.107509992,0.031633747,589,81.5789,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,5,c,7,HiElev,LoWat,1,oe7HiElev1,15,10,25,1.812196083,0.056001125,4.588023187,0.123648434,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,14,f,7,HiElev,HiWat,2,oe7HiElev2,22,11,33,11.83855308,0.505994371,10.94262232,0.512132496,NA,NA,1.5,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,13,c,7,HiElev,LoWat,4,oe7HiElev4,11,3,14,14.02802521,0.28827256,15.16849897,0.487184748,1842,114.9095,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,11,h,7,HiElev,HiWat,5,oe7HiElev5,18,12,30,7.706329134,0.151015874,7.052358358,0.208347881,2258,93.9659,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,10,h,7,HiElev,HiWat,6,oe7HiElev6,27,24,51,10.86642626,0.173174204,8.81391502,0.136586636,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,5,f,7,HiElev,HiWat,7,oe7HiElev7,10,9,19,8.008559268,0.126483992,5.366749494,0.101717586,2679,98.7468,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,6,e,7,HiElev,LoWat,8,oe7HiElev8,17,16,33,11.56544722,0.30219306,2.713826048,0.001158885,NA,NA,0.9,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,2,e,7,HiElev,LoWat,9,oe7HiElev9,12,15,27,NA,NA,NA,NA,595,90.4255,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,9,b,7,HiElev,HiWat,10,oe7HiElev10,7,7,14,6.189898136,0.131941078,5.497843969,0.158023212,1223,78.8015,1.2,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,15,e,7,HiElev,HiWat,11,oe7HiElev11,12,8,20,11.51531325,0.193893228,11.99513929,0.247072825,1946,84.3886,1.2,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,3,c,7,HiElev,LoWat,12,oe7HiElev12,8,11,19,2.434565935,0.034008216,4.590151191,0.069812432,2028,102.2693,1.3,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,7,a,7,HiElev,LoWat,x1,oe7HiElevx1,12,4,16,11.43998495,0.164546097,1.056060101,0.036974115,1655,90.4372,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,11,f,8,HiElev,HiWat,1,oe8HiElev1,12,8,20,7.567181712,0.113031351,6.101194417,0.10394059,2223,69.4905,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,13,f,8,HiElev,LoWat,2,oe8HiElev2,8,12,20,1.985342613,0.031656474,1.674060081,0.027869695,623.6,73.3647,2.3,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,14,b,8,HiElev,LoWat,3,oe8HiElev3,8,9,17,12.90070589,0.162971934,9.893672756,0.186939812,2606,120.0368,1.4,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,9,e,8,HiElev,HiWat,4,oe8HiElev4,21,19,40,14.7681899,0.313373492,4.781338924,0.136876698,2349,92.4076,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,4,c,8,HiElev,HiWat,5,oe8HiElev5,36,25,61,10.14010394,0.193702579,10.64838516,0.189902125,2342,93.3812,1.2,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,6,f,8,HiElev,LoWat,6,oe8HiElev6,17,10,27,9.976421515,0.180205747,5.867460482,0.100241479,2129,90.7502,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,7,e,8,HiElev,HiWat,7,oe8HiElev7,11,11,22,2.680766487,0.04716698,1.875986493,0.064875796,677,81.3702,1.5,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,5,e,8,HiElev,LoWat,8,oe8HiElev8,29,25,54,21.75502694,0.223892407,1.7984143,-0.002144356,NA,NA,1.3,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,13,h,8,HiElev,HiWat,9,oe8HiElev9,34,20,54,11.85359553,0.286790367,11.65203892,0.3019553,NA,NA,2,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,8,d,8,HiElev,LoWat,10,oe8HiElev10,35,21,56,5.405089959,0.118338968,2.375214737,0.023064534,641,85.4667,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,2,f,8,HiElev,HiWat,11,oe8HiElev11,50,29,79,10.18677512,0.184011446,10.2524114,0.106715511,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,12,f,8,HiElev,LoWat,12,oe8HiElev12,3,6,9,7.022416604,0.123542148,9.978407709,0.151795696,648,77.7911,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,5,d,9,HiElev,LoWat,1,oe9HiElev1,8,15,23,NA,NA,NA,NA,718,89.8623,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,14,g,9,HiElev,LoWat,2,oe9HiElev2,14,20,34,3.971977196,0.05969659,3.767228078,0.067551602,NA,NA,1.5,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,10,b,9,HiElev,LoWat,3,oe9HiElev3,7,25,32,8.623648967,0.097126865,7.397285654,0.098468473,524,80.8642,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,15,f,9,HiElev,LoWat,4,oe9HiElev4,6,16,22,3.958419641,0.046970199,3.63726403,0.032404537,254,97.6923,2.4,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,6,b,9,HiElev,LoWat,5,oe9HiElev5,7,17,24,3.211700598,0.070895345,2.465603029,0.052431137,613,104.4293,2.6,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,1,a,9,HiElev,HiWat,6,oe9HiElev6,9,30,39,8.513407517,0.182162506,4.044626585,0.087931709,1597,101.4612,0.7,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,12,h,9,HiElev,LoWat,7,oe9HiElev7,12,28,40,1.685309418,0.051851062,1.150123293,0.036531506,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,1,d,9,HiElev,LoWat,8,oe9HiElev8,4,9,13,6.275513735,0.169875661,12.95711212,0.189017776,305,87.8963,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,7,h,9,HiElev,HiWat,9,oe9HiElev9,17,24,41,2.892019791,0.11999782,2.260789979,0.06643034,1393,99.5,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,10,a,9,HiElev,HiWat,10,oe9HiElev10,14,12,26,4.392250899,0.105519799,2.980575895,0.039546285,1208,84.5938,1.1,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,11,h,9,HiElev,HiWat,11,oe9HiElev11,21,71,92,16.3904311,0.638847511,13.84164847,0.72185364,NA,NA,2.7,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,12,b,9,HiElev,HiWat,12,oe9HiElev12,22,33,55,15.39823002,0.323217433,13.48108259,0.576822981,1266.19,76.4607,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,12,a,9,HiElev,HiWat,x1,oe9HiElevx1,18,36,54,5.516398048,0.111268393,10.63525994,0.130714384,1249,91.5689,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,4,b,10,HiElev,LoWat,1,oe10HiElev1,42,11,53,NA,NA,NA,NA,2230,103.1452,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,11,e,10,HiElev,LoWat,2,oe10HiElev2,9,8,17,NA,NA,NA,NA,1670,98.467,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,13,b,10,HiElev,LoWat,3,oe10HiElev3,12,11,23,NA,NA,NA,NA,1928,99.3814,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,8,h,10,HiElev,HiWat,4,oe10HiElev4,40,27,67,NA,NA,NA,NA,1270,82.0944,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,15,c,10,HiElev,HiWat,5,oe10HiElev5,13,12,25,NA,NA,NA,NA,1310,83.8668,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,2,e,10,HiElev,LoWat,6,oe10HiElev6,21,16,37,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,10,a,10,HiElev,LoWat,7,oe10HiElev7,25,6,31,NA,NA,NA,NA,1512,77.4194,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,12,g,10,HiElev,HiWat,8,oe10HiElev8,47,20,67,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,5,h,10,HiElev,LoWat,9,oe10HiElev9,16,12,28,NA,NA,NA,NA,731,80.0657,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,4,e,10,HiElev,HiWat,10,oe10HiElev10,32,17,49,NA,NA,NA,NA,940,85.3769,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,4,d,10,HiElev,LoWat,11,oe10HiElev11,1,19,20,NA,NA,NA,NA,420,85.1927,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,2,e,10,HiElev,HiWat,12,oe10HiElev12,6,13,19,NA,NA,NA,NA,678,61.5804,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,2,g,10,HiElev,HiWat,x1,oe10HiElevx1,27,16,43,NA,NA,NA,NA,763,68.308,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,7,b,11,HiElev,LoWat,1,oe11HiElev1,2,5,7,NA,NA,NA,NA,2663,127.5994,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,6,h,11,HiElev,LoWat,2,oe11HiElev2,4,8,12,NA,NA,NA,NA,623.1,61.1482,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,10,e,11,HiElev,LoWat,3,oe11HiElev3,15,13,28,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,11,d,11,HiElev,LoWat,4,oe11HiElev4,2,NA,2,NA,NA,NA,NA,1280,69.0772,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,6,g,11,HiElev,HiWat,5,oe11HiElev5,29,15,44,NA,NA,NA,NA,1492,81.933,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,6,e,11,HiElev,HiWat,6,oe11HiElev6,16,10,26,NA,NA,NA,NA,2710,75.2151,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,6,h,11,HiElev,LoWat,8,oe11HiElev8,7,6,13,NA,NA,NA,NA,1663,79.7985,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,5,a,11,HiElev,HiWat,9,oe11HiElev9,NA,11,11,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,8,c,11,HiElev,HiWat,10,oe11HiElev10,15,13,28,NA,NA,NA,NA,1248,72.6003,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,13,c,11,HiElev,LoWat,11,oe11HiElev11,18,5,23,NA,NA,NA,NA,2136,81.0011,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,9,b,11,HiElev,HiWat,12,oe11HiElev12,29,7,36,NA,NA,NA,NA,2064,62.3,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,12,c,11,HiElev,HiWat,14,oe11HiElev14,3,4,7,NA,NA,NA,NA,1421,95.8839,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,5,e,12,HiElev,HiWat,1,oe12HiElev1,30,12,42,NA,NA,NA,NA,1604,71.2256,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,13,b,12,HiElev,HiWat,3,oe12HiElev3,NA,7,7,NA,NA,NA,NA,1048,72.4257,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,15,d,12,HiElev,LoWat,4,oe12HiElev4,6,8,14,NA,NA,NA,NA,2154,96.1607,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,2,4,a,12,HiElev,HiWat,5,oe12HiElev5,18,13,31,NA,NA,NA,NA,1531,85.5785,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,10,c,12,HiElev,LoWat,6,oe12HiElev6,7,4,11,NA,NA,NA,NA,1149,62.7183,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,7,b,12,HiElev,LoWat,7,oe12HiElev7,16,5,21,NA,NA,NA,NA,555.2,77.3259,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,10,g,12,HiElev,HiWat,8,oe12HiElev8,20,9,29,NA,NA,NA,NA,1200,63.4921,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,5,d,12,HiElev,HiWat,9,oe12HiElev9,32,20,52,NA,NA,NA,NA,1242,94.6646,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,1,14,e,12,HiElev,LoWat,10,oe12HiElev10,9,5,14,NA,NA,NA,NA,1630,78.8582,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,10,d,12,HiElev,HiWat,11,oe12HiElev11,38,17,55,NA,NA,NA,NA,907.5,80.2387,NA,26-Nov-11,16-Dec-11
Oreomyrrhis eriopoda,3,13,b,12,HiElev,LoWat,12,oe12HiElev12,10,8,18,NA,NA,NA,NA,1049,88.1513,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,2,c,1,LoElev,HiWat,1,wc1LoElev1,1076,520,1596,2.069464156,0.037932725,0.230577361,0.00345827,NA,NA,2.6,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,6,c,1,LoElev,HiWat,2,wc1LoElev2,836,144,980,NA,NA,NA,NA,261.1,176.8823,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,11,c,1,LoElev,HiWat,3,wc1LoElev3,628,616,1244,NA,NA,0.679895334,0.023095623,94.4,369.8154,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,8,e,1,LoElev,LoWat,4,wc1LoElev4,1132,1040,2172,0.567723148,0.05071482,0.309523221,0.018256244,91.53333333,234.8418,1.7,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,11,b,1,LoElev,LoWat,5,wc1LoElev5,832,360,1192,0.559624034,0.019123362,1.155906844,0.012935913,93.8,246.8421,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,5,g,1,LoElev,HiWat,6,wc1LoElev6,616,1344,1960,1.43946681,0.021912876,0.324531503,0.025944856,83.6,187.9027,2.4,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,6,c,1,LoElev,LoWat,7,wc1LoElev7,28,133,161,-0.068982015,0.023206493,3.90647308,0.089696072,85.6,448.7857,4.6,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,6,d,1,LoElev,HiWat,8,wc1LoElev8,1456,600,2056,0.404463316,0.010488887,0.987903765,0.013460958,111.05,189.0241,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,9,a,1,LoElev,LoWat,9,wc1LoElev9,0,940,940,2.089761095,0.021800252,0.162224601,0.003539785,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,13,g,1,LoElev,LoWat,10,wc1LoElev10,260,940,1200,-0.065697157,0.022071967,0.334967747,0.008706882,NA,NA,3.7,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,10,c,1,LoElev,HiWat,11,wc1LoElev11,812,736,1548,14.19388901,0.401022808,6.610335416,0.134108798,119.8,256.9205,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,10,h,1,LoElev,HiWat,12,wc1LoElev12,1020,204,1224,3.674291216,0.035031089,4.385959126,0.06073688,151.2,235.5431,2.1,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,15,b,1,LoElev,LoWat,x1,wc1LoElevx1,808,256,1064,6.313484194,0.089918379,0.108489817,0.013622462,94.25,278.8045,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,7,d,2,LoElev,LoWat,1,wc2LoElev1,276,780,1056,NA,NA,NA,NA,442,198.2085,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,15,e,2,LoElev,HiWat,2,wc2LoElev2,1212,196,1408,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,14,h,2,LoElev,HiWat,3,wc2LoElev3,792,296,1088,NA,NA,NA,NA,78.9,243.6667,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,4,f,2,LoElev,LoWat,4,wc2LoElev4,280,504,784,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,5,b,2,LoElev,LoWat,5,wc2LoElev5,84,640,724,NA,NA,NA,NA,44.3,290.9565,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,5,h,2,LoElev,HiWat,6,wc2LoElev6,1320,96,1416,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,10,g,2,LoElev,HiWat,7,wc2LoElev7,904,1304,2208,NA,NA,NA,NA,154.65,249.3013,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,5,c,2,LoElev,LoWat,8,wc2LoElev8,308,884,1192,NA,NA,NA,NA,44.3,290.9565,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,3,a,2,LoElev,HiWat,9,wc2LoElev9,1256,280,1536,NA,NA,NA,NA,114.95,233.1441,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,13,h,2,LoElev,LoWat,10,wc2LoElev10,852,572,1424,NA,NA,NA,NA,48.9,45.2778,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,2,a,2,LoElev,LoWat,11,wc2LoElev11,200,520,720,NA,NA,NA,NA,115.4,253.4992,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,13,a,2,LoElev,HiWat,12,wc2LoElev12,884,144,1028,NA,NA,NA,NA,181.7,148.9176,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,14,g,2,LoElev,HiWat,x1,wc2LoElevx1,1420,136,1556,NA,NA,NA,NA,259.4,200.2687,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,10,f,3,HiElev,LoWat,1,wc3HiElev1,260,940,1200,NA,NA,NA,NA,44.2,557.619,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,11,d,3,HiElev,LoWat,2,wc3HiElev2,868,512,1380,NA,NA,NA,NA,87.25,221.1068,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,2,d,3,HiElev,LoWat,3,wc3HiElev3,368,264,632,NA,NA,NA,NA,61.4,330.3869,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,15,b,3,HiElev,HiWat,4,wc3HiElev4,964,1096,2060,NA,NA,NA,NA,201.35,502.6943,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,3,g,3,HiElev,HiWat,5,wc3HiElev5,1072,284,1356,NA,NA,NA,NA,289.2,225.8194,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,5,g,3,HiElev,LoWat,6,wc3HiElev6,348,740,1088,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,13,g,3,HiElev,HiWat,7,wc3HiElev7,3160,520,3680,NA,NA,NA,NA,183.55,716.0658,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,4,a,3,HiElev,LoWat,8,wc3HiElev8,1164,452,1616,NA,NA,NA,NA,106.15,281.4975,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,13,d,3,HiElev,LoWat,9,wc3HiElev9,576,432,1008,NA,NA,NA,NA,174.9,272.9611,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,9,c,3,HiElev,HiWat,10,wc3HiElev10,2184,508,2692,NA,NA,NA,NA,175.9,265.7076,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,8,a,3,HiElev,LoWat,11,wc3HiElev11,756,468,1224,NA,NA,NA,NA,87.5,253.2799,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,1,e,3,HiElev,HiWat,12,wc3HiElev12,1796,328,2124,NA,NA,NA,NA,92.4,194.0443,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,9,f,3,HiElev,HiWat,x1,wc3HiElevx1,1076,460,1536,NA,NA,NA,NA,NA,NA,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,12,f,4,LoElev,LoWat,1,wc4LoElev1,516,224,740,1.668343175,0.020451654,1.709491173,0.031481848,355.45,176.2979,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,10,b,4,LoElev,HiWat,2,wc4LoElev2,1560,96,1656,9.838292741,0.211740969,5.008838306,0.093535827,213.35,286.3774,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,1,f,4,LoElev,HiWat,3,wc4LoElev3,948,468,1416,2.185501574,0.016135222,2.783922943,0.084124106,193.9,156.371,2.6,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,7,f,4,LoElev,LoWat,4,wc4LoElev4,176,268,444,0.28851005,0.016661478,0.275003797,0.010833694,25.05,501,3.7,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,11,b,4,LoElev,HiWat,5,wc4LoElev5,932,400,1332,10.11293149,0.192115268,8.803176992,0.282061753,153.95,244.4481,2.3,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,14,a,4,LoElev,HiWat,6,wc4LoElev6,1816,160,1976,5.654899353,0.054513071,0.652193069,0.023272296,273.3,192.0558,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,8,a,4,LoElev,LoWat,7,wc4LoElev7,76,496,572,0.661883412,0.017059134,0.194758056,0.006220583,155.4,166.4291,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,3,15,g,4,LoElev,LoWat,8,wc4LoElev8,NA,NA,0,1.233429017,0.040660121,0.096265699,0.028538938,NA,NA,2,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,2,c,4,LoElev,LoWat,9,wc4LoElev9,360,524,884,1.323980522,0.038134028,0.267524147,7.27E-04,60,222.9533,2.9,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,9,h,4,LoElev,HiWat,10,wc4LoElev10,1260,72,1332,5.626545805,0.131724812,0.113816398,0.021783675,170,204.5104,1.8,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,14,a,4,LoElev,HiWat,11,wc4LoElev11,420,908,1328,4.734540051,0.063070688,5.863891637,0.10401162,68.6,521.5556,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,6,a,4,LoElev,LoWat,12,wc4LoElev12,448,448,896,NA,NA,0.841229114,0.020456414,255.85,174.6947,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,1,1,f,4,LoElev,HiWat,x1,wc4LoElevx1,1228,60,1288,NA,NA,NA,NA,140.15,193.2785,NA,26-Nov-11,16-Dec-11
Wahlenbergia ceracea,2,15,h,5,LoElev,LoWat,1,wc5LoElev1,252,516,768,1.17416557,0.008449127,0.957105098,0.011284111,43.2,372.9231,NA,26-Nov-11,16-Dec-11
